page_id,block,writer_id,content_id,condition,purpose
COPY-E13-02,書き写し,E13,U0501,copy,評価専用
COPY-E13-03,書き写し,E13,U0662,copy,評価専用
COPY-E13-04,書き写し,E13,U0659,copy,評価専用
COPY-E13-05,書き写し,E13,U0837,copy,評価専用
COPY-E13-06,書き写し,E13,U0525,copy,評価専用
COPY-E13-07,書き写し,E13,U0141,copy,評価専用
COPY-E13-08,書き写し,E13,U0679,copy,評価専用
COPY-E13-09,書き写し,E13,U0535,copy,評価専用
COPY-E13-10,書き写し,E13,U0182,copy,評価専用
COPY-E13-11,書き写し,E13,U0675,copy,評価専用
COPY-E13-12,書き写し,E13,U0194,copy,評価専用
COPY-E13-13,書き写し,E13,U0852,copy,評価専用
COPY-E13-14,書き写し,E13,U0690,copy,評価専用
COPY-E13-15,書き写し,E13,U0554,copy,評価専用
COPY-E14-01,書き写し,E14,U0757,copy,評価専用
COPY-E14-02,書き写し,E14,U0529,copy,評価専用
COPY-E14-03,書き写し,E14,U0347,copy,評価専用
COPY-E14-04,書き写し,E14,U0425,copy,評価専用
COPY-E14-05,書き写し,E14,U0128,copy,評価専用
COPY-E14-06,書き写し,E14,U0352,copy,評価専用
COPY-E14-07,書き写し,E14,U0027,copy,評価専用
COPY-E14-08,書き写し,E14,U0524,copy,評価専用
COPY-E14-09,書き写し,E14,U0459,copy,評価専用
COPY-E14-10,書き写し,E14,U0874,copy,評価専用
COPY-E14-11,書き写し,E14,U0231,copy,評価専用
COPY-E14-12,書き写し,E14,U0292,copy,評価専用
COPY-E14-13,書き写し,E14,U0718,copy,評価専用
COPY-E14-14,書き写し,E14,U0139,copy,評価専用
COPY-E14-15,書き写し,E14,U0479,copy,評価専用
COPY-E15-01,書き写し,E15,U0517,copy,評価専用
COPY-E15-02,書き写し,E15,U0745,copy,評価専用
COPY-E15-03,書き写し,E15,U0658,copy,評価専用
COPY-E15-04,書き写し,E15,U0644,copy,評価専用
COPY-E15-05,書き写し,E15,U0873,copy,評価専用
COPY-E15-06,書き写し,E15,U0504,copy,評価専用
COPY-E15-07,書き写し,E15,U0068,copy,評価専用
COPY-E15-08,書き写し,E15,U0736,copy,評価専用
COPY-E15-09,書き写し,E15,U0857,copy,評価専用
COPY-E15-10,書き写し,E15,U0107,copy,評価専用
COPY-E15-11,書き写し,E15,U0180,copy,評価専用
COPY-E15-12,書き写し,E15,U0714,copy,評価専用
COPY-E15-13,書き写し,E15,U0144,copy,評価専用
COPY-E15-14,書き写し,E15,U0186,copy,評価専用
COPY-E15-15,書き写し,E15,U0569,copy,評価専用
COPY-E16-01,書き写し,E16,U0240,copy,評価専用
COPY-E16-02,書き写し,E16,U0263,copy,評価専用
COPY-E16-03,書き写し,E16,U0383,copy,評価専用
COPY-E16-04,書き写し,E16,U0599,copy,評価専用
COPY-E16-05,書き写し,E16,U0615,copy,評価専用
COPY-E16-06,書き写し,E16,U0774,copy,評価専用
COPY-E16-07,書き写し,E16,U0217,copy,評価専用
COPY-E16-08,書き写し,E16,U0316,copy,評価専用
COPY-E16-09,書き写し,E16,U0213,copy,評価専用
COPY-E16-10,書き写し,E16,U0553,copy,評価専用
COPY-E16-11,書き写し,E16,U0405,copy,評価専用
COPY-E16-12,書き写し,E16,U0346,copy,評価専用
COPY-E16-13,書き写し,E16,U0366,copy,評価専用
COPY-E16-14,書き写し,E16,U0498,copy,評価専用
COPY-E16-15,書き写し,E16,U0421,copy,評価専用
COPY-E17-01,書き写し,E17,U0243,copy,評価専用
COPY-E17-02,書き写し,E17,U0881,copy,評価専用
COPY-E17-03,書き写し,E17,U0534,copy,評価専用
COPY-E17-04,書き写し,E17,U0878,copy,評価専用
COPY-E17-05,書き写し,E17,U0896,copy,評価専用
COPY-E17-06,書き写し,E17,U0562,copy,評価専用
COPY-E17-07,書き写し,E17,U0590,copy,評価専用
COPY-E17-08,書き写し,E17,U0453,copy,評価専用
COPY-E17-09,書き写し,E17,U0670,copy,評価専用
COPY-E17-10,書き写し,E17,U0037,copy,評価専用
COPY-E17-11,書き写し,E17,U0655,copy,評価専用
COPY-E17-12,書き写し,E17,U0454,copy,評価専用
COPY-E17-13,書き写し,E17,U0572,copy,評価専用
COPY-E17-14,書き写し,E17,U0108,copy,評価専用
COPY-E17-15,書き写し,E17,U0528,copy,評価専用
COPY-E18-01,書き写し,E18,U0379,copy,評価専用
COPY-E18-02,書き写し,E18,U0711,copy,評価専用
COPY-E18-03,書き写し,E18,U0511,copy,評価専用
COPY-E18-04,書き写し,E18,U0237,copy,評価専用
COPY-E18-05,書き写し,E18,U0207,copy,評価専用
COPY-E18-06,書き写し,E18,U0061,copy,評価専用
COPY-E18-07,書き写し,E18,U0004,copy,評価専用
COPY-E18-08,書き写し,E18,U0613,copy,評価専用
COPY-E18-09,書き写し,E18,U0093,copy,評価専用
COPY-E18-10,書き写し,E18,U0561,copy,評価専用
COPY-E18-11,書き写し,E18,U0431,copy,評価専用
COPY-E18-12,書き写し,E18,U0396,copy,評価専用
COPY-E18-13,書き写し,E18,U0370,copy,評価専用
COPY-E18-14,書き写し,E18,U0652,copy,評価専用
COPY-E18-15,書き写し,E18,U0153,copy,評価専用
COPY-E19-01,書き写し,E19,U0485,copy,評価専用
COPY-E19-02,書き写し,E19,U0006,copy,評価専用
COPY-E19-03,書き写し,E19,U0828,copy,評価専用
COPY-E19-04,書き写し,E19,U0593,copy,評価専用
COPY-E19-05,書き写し,E19,U0777,copy,評価専用
COPY-E19-06,書き写し,E19,U0737,copy,評価専用
COPY-E19-07,書き写し,E19,U0814,copy,評価専用
COPY-E19-08,書き写し,E19,U0557,copy,評価専用
COPY-E19-09,書き写し,E19,U0763,copy,評価専用
COPY-E19-10,書き写し,E19,U0360,copy,評価専用
COPY-E19-11,書き写し,E19,U0621,copy,評価専用
COPY-E19-12,書き写し,E19,U0727,copy,評価専用
COPY-E19-13,書き写し,E19,U0705,copy,評価専用
COPY-E19-14,書き写し,E19,U0723,copy,評価専用
COPY-E19-15,書き写し,E19,U0174,copy,評価専用
COPY-E20-01,書き写し,E20,U0458,copy,評価専用
COPY-E20-02,書き写し,E20,U0173,copy,評価専用
COPY-E20-03,書き写し,E20,U0409,copy,評価専用
COPY-E20-04,書き写し,E20,U0386,copy,評価専用
COPY-E20-05,書き写し,E20,U0428,copy,評価専用
COPY-E20-06,書き写し,E20,U0638,copy,評価専用
COPY-E20-07,書き写し,E20,U0076,copy,評価専用
COPY-E20-08,書き写し,E20,U0026,copy,評価専用
COPY-E20-09,書き写し,E20,U0877,copy,評価専用
COPY-E20-10,書き写し,E20,U0351,copy,評価専用
COPY-E20-11,書き写し,E20,U0685,copy,評価専用
COPY-E20-12,書き写し,E20,U0617,copy,評価専用
COPY-E20-13,書き写し,E20,U0119,copy,評価専用
COPY-E20-14,書き写し,E20,U0635,copy,評価専用
COPY-E20-15,書き写し,E20,U0842,copy,評価専用
COPY-E21-01,書き写し,E21,U0166,copy,評価専用
COPY-E21-02,書き写し,E21,U0281,copy,評価専用
COPY-E21-03,書き写し,E21,U0221,copy,評価専用
COPY-E21-04,書き写し,E21,U0776,copy,評価専用
COPY-E21-05,書き写し,E21,U0169,copy,評価専用
COPY-E21-06,書き写し,E21,U0095,copy,評価専用
COPY-E21-07,書き写し,E21,U0886,copy,評価専用
COPY-E21-08,書き写し,E21,U0236,copy,評価専用
COPY-E21-09,書き写し,E21,U0206,copy,評価専用
COPY-E21-10,書き写し,E21,U0859,copy,評価専用
COPY-E21-11,書き写し,E21,U0596,copy,評価専用
COPY-E21-12,書き写し,E21,U0493,copy,評価専用
COPY-E21-13,書き写し,E21,U0891,copy,評価専用
COPY-E21-14,書き写し,E21,U0798,copy,評価専用
COPY-E21-15,書き写し,E21,U0449,copy,評価専用
COPY-E22-01,書き写し,E22,U0324,copy,評価専用
COPY-E22-02,書き写し,E22,U0018,copy,評価専用
COPY-E22-03,書き写し,E22,U0477,copy,評価専用
COPY-E22-04,書き写し,E22,U0467,copy,評価専用
COPY-E22-05,書き写し,E22,U0081,copy,評価専用
COPY-E22-06,書き写し,E22,U0091,copy,評価専用
COPY-E22-07,書き写し,E22,U0183,copy,評価専用
COPY-E22-08,書き写し,E22,U0245,copy,評価専用
COPY-E22-09,書き写し,E22,U0839,copy,評価専用
COPY-E22-10,書き写し,E22,U0889,copy,評価専用
COPY-E22-11,書き写し,E22,U0584,copy,評価専用
COPY-E22-12,書き写し,E22,U0086,copy,評価専用
COPY-E22-13,書き写し,E22,U0821,copy,評価専用
COPY-E22-14,書き写し,E22,U0167,copy,評価専用
COPY-E22-15,書き写し,E22,U0482,copy,評価専用
COPY-E23-01,書き写し,E23,U0512,copy,評価専用
COPY-E23-02,書き写し,E23,U0349,copy,評価専用
COPY-E23-03,書き写し,E23,U0673,copy,評価専用
COPY-E23-04,書き写し,E23,U0510,copy,評価専用
COPY-E23-05,書き写し,E23,U0537,copy,評価専用
COPY-E23-06,書き写し,E23,U0574,copy,評価専用
COPY-E23-07,書き写し,E23,U0656,copy,評価専用
COPY-E23-08,書き写し,E23,U0067,copy,評価専用
COPY-E23-09,書き写し,E23,U0824,copy,評価専用
COPY-E23-10,書き写し,E23,U0663,copy,評価専用
COPY-E23-11,書き写し,E23,U0495,copy,評価専用
COPY-E23-12,書き写し,E23,U0724,copy,評価専用
COPY-E23-13,書き写し,E23,U0384,copy,評価専用
COPY-E23-14,書き写し,E23,U0576,copy,評価専用
COPY-E23-15,書き写し,E23,U0147,copy,評価専用
COPY-E24-01,書き写し,E24,U0058,copy,評価専用
COPY-E24-02,書き写し,E24,U0155,copy,評価専用
COPY-E24-03,書き写し,E24,U0787,copy,評価専用
COPY-E24-04,書き写し,E24,U0140,copy,評価専用
COPY-E24-05,書き写し,E24,U0075,copy,評価専用
COPY-E24-06,書き写し,E24,U0374,copy,評価専用
COPY-E24-07,書き写し,E24,U0109,copy,評価専用
COPY-E24-08,書き写し,E24,U0455,copy,評価専用
COPY-E24-09,書き写し,E24,U0526,copy,評価専用
COPY-E24-10,書き写し,E24,U0451,copy,評価専用
COPY-E24-11,書き写し,E24,U0683,copy,評価専用
COPY-E24-12,書き写し,E24,U0721,copy,評価専用
COPY-E24-13,書き写し,E24,U0536,copy,評価専用
COPY-E24-14,書き写し,E24,U0341,copy,評価専用
COPY-E24-15,書き写し,E24,U0860,copy,評価専用
COPY-E25-01,書き写し,E25,U0573,copy,評価専用
COPY-E25-02,書き写し,E25,U0639,copy,評価専用
COPY-E25-03,書き写し,E25,U0637,copy,評価専用
COPY-E25-04,書き写し,E25,U0446,copy,評価専用
COPY-E25-05,書き写し,E25,U0653,copy,評価専用
COPY-E25-06,書き写し,E25,U0676,copy,評価専用
COPY-E25-07,書き写し,E25,U0608,copy,評価専用
COPY-E25-08,書き写し,E25,U0849,copy,評価専用
COPY-E25-09,書き写し,E25,U0890,copy,評価専用
COPY-E25-10,書き写し,E25,U0077,copy,評価専用
COPY-E25-11,書き写し,E25,U0809,copy,評価専用
COPY-E25-12,書き写し,E25,U0544,copy,評価専用
COPY-E25-13,書き写し,E25,U0882,copy,評価専用
COPY-E25-14,書き写し,E25,U0338,copy,評価専用
COPY-E25-15,書き写し,E25,U0220,copy,評価専用
COPY-E26-01,書き写し,E26,U0334,copy,評価専用
COPY-E26-02,書き写し,E26,U0416,copy,評価専用
COPY-E26-03,書き写し,E26,U0616,copy,評価専用
COPY-E26-04,書き写し,E26,U0751,copy,評価専用
COPY-E26-05,書き写し,E26,U0422,copy,評価専用
COPY-E26-06,書き写し,E26,U0888,copy,評価専用
COPY-E26-07,書き写し,E26,U0355,copy,評価専用
COPY-E26-08,書き写し,E26,U0546,copy,評価専用
COPY-E26-09,書き写し,E26,U0016,copy,評価専用
COPY-E26-10,書き写し,E26,U0158,copy,評価専用
COPY-E26-11,書き写し,E26,U0259,copy,評価専用
COPY-E26-12,書き写し,E26,U0697,copy,評価専用
COPY-E26-13,書き写し,E26,U0701,copy,評価専用
COPY-E26-14,書き写し,E26,U0369,copy,評価専用
COPY-E26-15,書き写し,E26,U0023,copy,評価専用
COPY-E27-01,書き写し,E27,U0132,copy,評価専用
COPY-E27-02,書き写し,E27,U0793,copy,評価専用
COPY-E27-03,書き写し,E27,U0111,copy,評価専用
COPY-E27-04,書き写し,E27,U0028,copy,評価専用
COPY-E27-05,書き写し,E27,U0801,copy,評価専用
COPY-E27-06,書き写し,E27,U0225,copy,評価専用
COPY-E27-07,書き写し,E27,U0161,copy,評価専用
COPY-E27-08,書き写し,E27,U0846,copy,評価専用
COPY-E27-09,書き写し,E27,U0698,copy,評価専用
COPY-E27-10,書き写し,E27,U0403,copy,評価専用
COPY-E27-11,書き写し,E27,U0726,copy,評価専用
COPY-E27-12,書き写し,E27,U0156,copy,評価専用
COPY-E27-13,書き写し,E27,U0235,copy,評価専用
COPY-E27-14,書き写し,E27,U0823,copy,評価専用
COPY-E27-15,書き写し,E27,U0172,copy,評価専用
COPY-E28-01,書き写し,E28,U0466,copy,評価専用
COPY-E28-02,書き写し,E28,U0361,copy,評価専用
COPY-E28-03,書き写し,E28,U0464,copy,評価専用
COPY-E28-04,書き写し,E28,U0418,copy,評価専用
COPY-E28-05,書き写し,E28,U0295,copy,評価専用
COPY-E28-06,書き写し,E28,U0216,copy,評価専用
COPY-E28-07,書き写し,E28,U0497,copy,評価専用
COPY-E28-08,書き写し,E28,U0080,copy,評価専用
COPY-E28-09,書き写し,E28,U0353,copy,評価専用
COPY-E28-10,書き写し,E28,U0284,copy,評価専用
COPY-E28-11,書き写し,E28,U0254,copy,評価専用
COPY-E28-12,書き写し,E28,U0867,copy,評価専用
COPY-E28-13,書き写し,E28,U0404,copy,評価専用
COPY-E28-14,書き写し,E28,U0291,copy,評価専用
COPY-E28-15,書き写し,E28,U0623,copy,評価専用
COPY-E29-01,書き写し,E29,U0191,copy,評価専用
COPY-E29-02,書き写し,E29,U0577,copy,評価専用
COPY-E29-03,書き写し,E29,U0309,copy,評価専用
COPY-E29-04,書き写し,E29,U0800,copy,評価専用
COPY-E29-05,書き写し,E29,U0204,copy,評価専用
COPY-E29-06,書き写し,E29,U0643,copy,評価専用
COPY-E29-07,書き写し,E29,U0636,copy,評価専用
COPY-E29-08,書き写し,E29,U0863,copy,評価専用
COPY-E29-09,書き写し,E29,U0880,copy,評価専用
COPY-E29-10,書き写し,E29,U0487,copy,評価専用
COPY-E29-11,書き写し,E29,U0432,copy,評価専用
COPY-E29-12,書き写し,E29,U0691,copy,評価専用
COPY-E29-13,書き写し,E29,U0628,copy,評価専用
COPY-E29-14,書き写し,E29,U0817,copy,評価専用
COPY-E29-15,書き写し,E29,U0303,copy,評価専用
COPY-E30-01,書き写し,E30,U0275,copy,評価専用
COPY-E30-02,書き写し,E30,U0072,copy,評価専用
COPY-E30-03,書き写し,E30,U0463,copy,評価専用
COPY-E30-04,書き写し,E30,U0665,copy,評価専用
COPY-E30-05,書き写し,E30,U0152,copy,評価専用
COPY-E30-06,書き写し,E30,U0088,copy,評価専用
COPY-E30-07,書き写し,E30,U0788,copy,評価専用
COPY-E30-08,書き写し,E30,U0010,copy,評価専用
COPY-E30-09,書き写し,E30,U0806,copy,評価専用
COPY-E30-10,書き写し,E30,U0803,copy,評価専用
COPY-E30-11,書き写し,E30,U0591,copy,評価専用
COPY-E30-12,書き写し,E30,U0116,copy,評価専用
COPY-E30-13,書き写し,E30,U0530,copy,評価専用
COPY-E30-14,書き写し,E30,U0035,copy,評価専用
COPY-E30-15,書き写し,E30,U0283,copy,評価専用
COPY-E31-01,書き写し,E31,U0133,copy,評価専用
COPY-E31-02,書き写し,E31,U0329,copy,評価専用
COPY-E31-03,書き写し,E31,U0702,copy,評価専用
COPY-E31-04,書き写し,E31,U0071,copy,評価専用
COPY-E31-05,書き写し,E31,U0783,copy,評価専用
COPY-E31-06,書き写し,E31,U0092,copy,評価専用
COPY-E31-07,書き写し,E31,U0272,copy,評価専用
COPY-E31-08,書き写し,E31,U0127,copy,評価専用
COPY-E31-09,書き写し,E31,U0362,copy,評価専用
COPY-E31-10,書き写し,E31,U0199,copy,評価専用
COPY-E31-11,書き写し,E31,U0868,copy,評価専用
COPY-E31-12,書き写し,E31,U0570,copy,評価専用
COPY-E31-13,書き写し,E31,U0151,copy,評価専用
COPY-E31-14,書き写し,E31,U0688,copy,評価専用
COPY-E31-15,書き写し,E31,U0689,copy,評価専用
COPY-E32-01,書き写し,E32,U0681,copy,評価専用
COPY-E32-02,書き写し,E32,U0200,copy,評価専用
COPY-E32-03,書き写し,E32,U0001,copy,評価専用
COPY-E32-04,書き写し,E32,U0307,copy,評価専用
COPY-E32-05,書き写し,E32,U0575,copy,評価専用
COPY-E32-06,書き写し,E32,U0810,copy,評価専用
COPY-E32-07,書き写し,E32,U0290,copy,評価専用
COPY-E32-08,書き写し,E32,U0717,copy,評価専用
COPY-E32-09,書き写し,E32,U0371,copy,評価専用
COPY-E32-10,書き写し,E32,U0866,copy,評価専用
COPY-E32-11,書き写し,E32,U0242,copy,評価専用
COPY-E32-12,書き写し,E32,U0162,copy,評価専用
COPY-E32-13,書き写し,E32,U0500,copy,評価専用
COPY-E32-14,書き写し,E32,U0385,copy,評価専用
COPY-E32-15,書き写し,E32,U0474,copy,評価専用
COPY-E33-01,書き写し,E33,U0268,copy,評価専用
COPY-E33-02,書き写し,E33,U0858,copy,評価専用
COPY-E33-03,書き写し,E33,U0339,copy,評価専用
COPY-E33-04,書き写し,E33,U0620,copy,評価専用
COPY-E33-05,書き写し,E33,U0768,copy,評価専用
COPY-E33-06,書き写し,E33,U0627,copy,評価専用
COPY-E33-07,書き写し,E33,U0196,copy,評価専用
COPY-E33-08,書き写し,E33,U0367,copy,評価専用
COPY-E33-09,書き写し,E33,U0447,copy,評価専用
COPY-E33-10,書き写し,E33,U0603,copy,評価専用
COPY-E33-11,書き写し,E33,U0048,copy,評価専用
COPY-E33-12,書き写し,E33,U0632,copy,評価専用
COPY-E33-13,書き写し,E33,U0444,copy,評価専用
COPY-E33-14,書き写し,E33,U0533,copy,評価専用
COPY-E33-15,書き写し,E33,U0502,copy,評価専用
COPY-E34-01,書き写し,E34,U0134,copy,評価専用
COPY-E34-02,書き写し,E34,U0734,copy,評価専用
COPY-E34-03,書き写し,E34,U0565,copy,評価専用
COPY-E34-04,書き写し,E34,U0767,copy,評価専用
COPY-E34-05,書き写し,E34,U0142,copy,評価専用
COPY-E34-06,書き写し,E34,U0391,copy,評価専用
COPY-E34-07,書き写し,E34,U0892,copy,評価専用
COPY-E34-08,書き写し,E34,U0626,copy,評価専用
COPY-E34-09,書き写し,E34,U0518,copy,評価専用
COPY-E34-10,書き写し,E34,U0433,copy,評価専用
COPY-E34-11,書き写し,E34,U0336,copy,評価専用
COPY-E34-12,書き写し,E34,U0321,copy,評価専用
COPY-E34-13,書き写し,E34,U0420,copy,評価専用
COPY-E34-14,書き写し,E34,U0282,copy,評価専用
COPY-E34-15,書き写し,E34,U0208,copy,評価専用
COPY-E35-01,書き写し,E35,U0695,copy,評価専用
COPY-E35-02,書き写し,E35,U0325,copy,評価専用
COPY-E35-03,書き写し,E35,U0175,copy,評価専用
COPY-E35-04,書き写し,E35,U0515,copy,評価専用
COPY-E35-05,書き写し,E35,U0146,copy,評価専用
COPY-E35-06,書き写し,E35,U0047,copy,評価専用
COPY-E35-07,書き写し,E35,U0305,copy,評価専用
COPY-E35-08,書き写し,E35,U0630,copy,評価専用
COPY-E35-09,書き写し,E35,U0581,copy,評価専用
COPY-E35-10,書き写し,E35,U0519,copy,評価専用
COPY-E35-11,書き写し,E35,U0069,copy,評価専用
COPY-E35-12,書き写し,E35,U0733,copy,評価専用
COPY-E35-13,書き写し,E35,U0255,copy,評価専用
COPY-E35-14,書き写し,E35,U0558,copy,評価専用
COPY-E35-15,書き写し,E35,U0098,copy,評価専用
COPY-E36-01,書き写し,E36,U0188,copy,評価専用
COPY-E36-02,書き写し,E36,U0684,copy,評価専用
COPY-E36-03,書き写し,E36,U0363,copy,評価専用
COPY-E36-04,書き写し,E36,U0450,copy,評価専用
COPY-E36-05,書き写し,E36,U0699,copy,評価専用
COPY-E36-06,書き写し,E36,U0376,copy,評価専用
COPY-E36-07,書き写し,E36,U0056,copy,評価専用
COPY-E36-08,書き写し,E36,U0739,copy,評価専用
COPY-E36-09,書き写し,E36,U0289,copy,評価専用
COPY-E36-10,書き写し,E36,U0713,copy,評価専用
COPY-E36-11,書き写し,E36,U0099,copy,評価専用
COPY-E36-12,書き写し,E36,U0612,copy,評価専用
COPY-E36-13,書き写し,E36,U0605,copy,評価専用
COPY-E36-14,書き写し,E36,U0123,copy,評価専用
COPY-E36-15,書き写し,E36,U0211,copy,評価専用
COPY-E37-01,書き写し,E37,U0508,copy,評価専用
COPY-E37-02,書き写し,E37,U0298,copy,評価専用
COPY-E37-03,書き写し,E37,U0120,copy,評価専用
COPY-E37-04,書き写し,E37,U0439,copy,評価専用
COPY-E37-05,書き写し,E37,U0516,copy,評価専用
COPY-E37-06,書き写し,E37,U0013,copy,評価専用
COPY-E37-07,書き写し,E37,U0062,copy,評価専用
COPY-E37-08,書き写し,E37,U0190,copy,評価専用
COPY-E37-09,書き写し,E37,U0773,copy,評価専用
COPY-E37-10,書き写し,E37,U0063,copy,評価専用
COPY-E37-11,書き写し,E37,U0163,copy,評価専用
COPY-E37-12,書き写し,E37,U0012,copy,評価専用
COPY-E37-13,書き写し,E37,U0187,copy,評価専用
COPY-E37-14,書き写し,E37,U0789,copy,評価専用
COPY-E37-15,書き写し,E37,U0320,copy,評価専用
COPY-E38-01,書き写し,E38,U0185,copy,評価専用
COPY-E38-02,書き写し,E38,U0288,copy,評価専用
COPY-E38-03,書き写し,E38,U0469,copy,評価専用
COPY-E38-04,書き写し,E38,U0301,copy,評価専用
COPY-E38-05,書き写し,E38,U0601,copy,評価専用
COPY-E38-06,書き写し,E38,U0657,copy,評価専用
COPY-E38-07,書き写し,E38,U0170,copy,評価専用
COPY-E38-08,書き写し,E38,U0645,copy,評価専用
COPY-E38-09,書き写し,E38,U0786,copy,評価専用
COPY-E38-10,書き写し,E38,U0614,copy,評価専用
COPY-E38-11,書き写し,E38,U0179,copy,評価専用
COPY-E38-12,書き写し,E38,U0491,copy,評価専用
COPY-E38-13,書き写し,E38,U0490,copy,評価専用
COPY-E38-14,書き写し,E38,U0104,copy,評価専用
COPY-E38-15,書き写し,E38,U0580,copy,評価専用
COPY-E39-01,書き写し,E39,U0808,copy,評価専用
COPY-E39-02,書き写し,E39,U0410,copy,評価専用
COPY-E39-03,書き写し,E39,U0007,copy,評価専用
COPY-E39-04,書き写し,E39,U0496,copy,評価専用
COPY-E39-05,書き写し,E39,U0407,copy,評価専用
COPY-E39-06,書き写し,E39,U0885,copy,評価専用
COPY-E39-07,書き写し,E39,U0036,copy,評価専用
COPY-E39-08,書き写し,E39,U0053,copy,評価専用
COPY-E39-09,書き写し,E39,U0247,copy,評価専用
COPY-E39-10,書き写し,E39,U0392,copy,評価専用
COPY-E39-11,書き写し,E39,U0790,copy,評価専用
COPY-E39-12,書き写し,E39,U0588,copy,評価専用
COPY-E39-13,書き写し,E39,U0729,copy,評価専用
COPY-E39-14,書き写し,E39,U0582,copy,評価専用
COPY-E39-15,書き写し,E39,U0073,copy,評価専用
COPY-E40-01,書き写し,E40,U0672,copy,評価専用
COPY-E40-02,書き写し,E40,U0693,copy,評価専用
COPY-E40-03,書き写し,E40,U0097,copy,評価専用
COPY-E40-04,書き写し,E40,U0112,copy,評価専用
COPY-E40-05,書き写し,E40,U0150,copy,評価専用
COPY-E40-06,書き写し,E40,U0343,copy,評価専用
COPY-E40-07,書き写し,E40,U0893,copy,評価専用
COPY-E40-08,書き写し,E40,U0105,copy,評価専用
COPY-E40-09,書き写し,E40,U0022,copy,評価専用
COPY-E40-10,書き写し,E40,U0382,copy,評価専用
COPY-E40-11,書き写し,E40,U0589,copy,評価専用
COPY-E40-12,書き写し,E40,U0694,copy,評価専用
COPY-E40-13,書き写し,E40,U0677,copy,評価専用
COPY-E40-14,書き写し,E40,U0148,copy,評価専用
COPY-E40-15,書き写し,E40,U0248,copy,評価専用
FAIR-F01-FC01,公平性,F01,FC01,copy,評価専用
FAIR-F01-FC02,公平性,F01,FC02,copy,評価専用
FAIR-F01-FC03,公平性,F01,FC03,copy,評価専用
FAIR-F01-FC04,公平性,F01,FC04,copy,評価専用
FAIR-F01-FC05,公平性,F01,FC05,copy,評価専用
FAIR-F01-FC06,公平性,F01,FC06,copy,評価専用
FAIR-F01-FC07,公平性,F01,FC07,copy,評価専用
FAIR-F01-FC08,公平性,F01,FC08,copy,評価専用
FAIR-F01-FC09,公平性,F01,FC09,copy,評価専用
FAIR-F01-FC10,公平性,F01,FC10,copy,評価専用
FAIR-F01-FC11,公平性,F01,FC11,copy,評価専用
FAIR-F02-FC01,公平性,F02,FC01,copy,評価専用
FAIR-F02-FC02,公平性,F02,FC02,copy,評価専用
FAIR-F02-FC03,公平性,F02,FC03,copy,評価専用
FAIR-F02-FC04,公平性,F02,FC04,copy,評価専用
FAIR-F02-FC05,公平性,F02,FC05,copy,評価専用
FAIR-F02-FC06,公平性,F02,FC06,copy,評価専用
FAIR-F02-FC07,公平性,F02,FC07,copy,評価専用
FAIR-F02-FC08,公平性,F02,FC08,copy,評価専用
FAIR-F02-FC09,公平性,F02,FC09,copy,評価専用
FAIR-F02-FC10,公平性,F02,FC10,copy,評価専用
FAIR-F02-FC11,公平性,F02,FC11,copy,評価専用
FAIR-F03-FC01,公平性,F03,FC01,copy,評価専用
FAIR-F03-FC02,公平性,F03,FC02,copy,評価専用
FAIR-F03-FC03,公平性,F03,FC03,copy,評価専用
FAIR-F03-FC04,公平性,F03,FC04,copy,評価専用
FAIR-F03-FC05,公平性,F03,FC05,copy,評価専用
FAIR-F03-FC06,公平性,F03,FC06,copy,評価専用
FAIR-F03-FC07,公平性,F03,FC07,copy,評価専用
FAIR-F03-FC08,公平性,F03,FC08,copy,評価専用
FAIR-F03-FC09,公平性,F03,FC09,copy,評価専用
FAIR-F03-FC10,公平性,F03,FC10,copy,評価専用
FAIR-F03-FC11,公平性,F03,FC11,copy,評価専用
FAIR-F04-FC01,公平性,F04,FC01,copy,評価専用
FAIR-F04-FC02,公平性,F04,FC02,copy,評価専用
FAIR-F04-FC03,公平性,F04,FC03,copy,評価専用
FAIR-F04-FC04,公平性,F04,FC04,copy,評価専用
FAIR-F04-FC05,公平性,F04,FC05,copy,評価専用
FAIR-F04-FC06,公平性,F04,FC06,copy,評価専用
FAIR-F04-FC07,公平性,F04,FC07,copy,評価専用
FAIR-F04-FC08,公平性,F04,FC08,copy,評価専用
FAIR-F04-FC09,公平性,F04,FC09,copy,評価専用
FAIR-F04-FC10,公平性,F04,FC10,copy,評価専用
FAIR-F04-FC11,公平性,F04,FC11,copy,評価専用
FAIR-F05-FC01,公平性,F05,FC01,copy,評価専用
FAIR-F05-FC02,公平性,F05,FC02,copy,評価専用
FAIR-F05-FC03,公平性,F05,FC03,copy,評価専用
FAIR-F05-FC04,公平性,F05,FC04,copy,評価専用
FAIR-F05-FC05,公平性,F05,FC05,copy,評価専用
FAIR-F05-FC06,公平性,F05,FC06,copy,評価専用
FAIR-F05-FC07,公平性,F05,FC07,copy,評価専用
FAIR-F05-FC08,公平性,F05,FC08,copy,評価専用
FAIR-F05-FC09,公平性,F05,FC09,copy,評価専用
FAIR-F05-FC10,公平性,F05,FC10,copy,評価専用
FAIR-F05-FC11,公平性,F05,FC11,copy,評価専用
FAIR-F06-FC01,公平性,F06,FC01,copy,評価専用
FAIR-F06-FC02,公平性,F06,FC02,copy,評価専用
FAIR-F06-FC03,公平性,F06,FC03,copy,評価専用
